courseSection,courseName,instructor,units,days,startTimes,endTimes,location
COEN 19,Discrete Mathematics,Byron Walden,4,M W F,1:00 PM,2:05 PM,
COEN 19,Discrete Mathematics,Sarah McGinley,4,M W F,10:30 AM,11:35 AM,
COEN 19,Discrete Mathematics,,4,M W F,8:00 AM,9:05 AM,Rm 116 Bergin Hall
MUSC 140,University Orchestra,Anthony Rivera,0,M,4:30 PM,6:00 PM,Rm 106 Music And Dance - Rehearsal Hall
MUSC 140,University Orchestra,Anthony Rivera,2,T,7:00 PM,10:00 PM,Rm 106 Music And Dance - Rehearsal Hall
CENG 121AL,Geotechnical Engineering Laboratory,Sukhmander Singh,1,Th,2:15 PM,5:00 PM,RM 1322 Sobrato Campus for Discovery and Innovation (STEM)
ENGL 120AM,American Film Studies,Nicholas Leither,5,M W,5:25 PM,7:10 PM,
COMM 50,Media and Technology Studies,Melissa Brown,4,T Th,2:00 PM,3:40 PM,Rm 128 Vari Hall
COMM 60,Journalism,Barbara Kelley,5,T Th,12:10 PM,1:50 PM,
COMM 80,Global Media and Culture,Sreela Sarkar,4,M W F,1:00 PM,2:05 PM,Rm 105 Kenna Hall
COMM 100,Quantitative Methods,Paul Soukup,5,M W F,2:15 PM,3:20 PM,Rm 107 Kenna Hall
COMM 100,Quantitative Methods,Chan Thai,5,T Th,2:00 PM,3:40 PM,Rm 107 Kenna Hall
COMM 101,Qualitative Methods,Rohit Chopra,5,M W F,10:30 AM,11:35 AM,Rm 218 Kenna Hall
COMM 101,Qualitative Methods,Laura Ellingson,5,M W,3:30 PM,5:15 PM,Rm 301 Alumni Science Hall
COMM 115,Communication and Gender,Laura Ellingson,5,M W F,2:15 PM,3:20 PM,Rm 301 Alumni Science Hall
COMM 116,Intercultural Communication,Hsin-I Cheng,5,M W F,10:30 AM,11:35 AM,Rm 214 Kenna Hall
MUSC 142,Concert Choir,,2,M W,5:10 PM,6:20 PM,Rm 103 Music And Dance - Recital Hall
COMM 120,Group Communication,. Sunwolf,5,T Th,8:30 AM,10:10 AM,Rm 302 Alumni Science Hall
MUSC 143,Chamber Singers,Scot Hanna-Weir,2,T Th,3:50 PM,5:30 PM,Rm 103 Music And Dance - Recital Hall
COMM 126,Dark Side of Communication,Justin Boren,5,T Th,12:10 PM,1:50 PM,Rm 103 O'Connor Hall
MUSC 145,Jazz Ensemble,Carl Schultz,2,W,7:00 PM,10:00 PM,Rm 106 Music And Dance - Rehearsal Hall
MUSC 146,Jazz Combo,Carl Schultz,2,W,4:00 PM,7:00 PM,Rm 106 Music And Dance - Rehearsal Hall
MUSC 154,Wind Ensemble,Anthony Rivera,2,M,7:00 PM,10:00 PM,Rm 106 Music And Dance - Rehearsal Hall
COMM 130,Screenwriting,Guillermo Rodriguez,5,T Th,3:50 PM,5:30 PM,Rm 109 Vari Hall
NEUR 1,Introduction to Neuroscience,Marco Atzori,4,M W F,1:00 PM,2:05 PM,Rm 128 Vari Hall
NEUR 1,Introduction to Neuroscience,Lang Chen,4,T Th,3:50 PM,5:30 PM,Rm 101 Alameda hall
NEUR 150,Neuroscience Research Seminar,Jennifer Frihauf,2,W,11:45 AM,12:50 PM,
COMM 140,Race,Emily Reese,5,M W F,2:15 PM,3:20 PM,Rm 109 Vari Hall
PHIL 185A,University Ethics Bowl Team,Erin Bradfield,5,M W,6:00 PM,7:45 PM,
COMM 161,Advanced Journalism,Barbara Kelley,5,T Th,3:50 PM,5:30 PM,Rm 138 Vari Hall
COMM 164,Reporting on Justice,Lisa Davis,5,M W F,1:00 PM,2:05 PM,
PHSC 197,Public Health Internship,Sheila Yuter,2,T,5:40 PM,7:20 PM,Rm 107 Kenna Hall
PHYS 1,Hands-On Physics!,Roxana Flacau,4,M W F,11:45 AM,12:50 PM,RM 2319 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 2,Introduction to Astronomy: Solar L and L,Nathan Williams,4,T Th,7:00 PM,10:00 PM,RM 2316 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 2,Introduction to Astronomy: Solar L and L,Kristin Kulas,4,T Th,12:10 PM,1:50 PM,Rm 206 Daly Science 200
PHYS 3,Introduction to Astronomy: The Universe,Nathan Williams,4,T Th,7:00 PM,10:00 PM,RM 2316 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 3,Introduction to Astronomy: The Universe,Kristin Kulas,4,T Th,2:00 PM,3:40 PM,Rm 206 Daly Science 200
PHYS 7,Physics of Music,Guy Ramon,4,M W F,1:00 PM,2:05 PM,RM 2301 Sobrato Campus for Discovery and Innovation (STEM)
MECH 101L,Machining Lab,,1,Th,11:00 AM,1:45 PM,RM 1122 Sobrato Campus for Discovery and Innovation (STEM)
MECH 101L,Machining Lab,,1,T,11:00 AM,1:45 PM,RM 1122 Sobrato Campus for Discovery and Innovation (STEM)
MECH 101L,Machining Lab,,1,Th,2:15 PM,5:00 PM,RM 1122 Sobrato Campus for Discovery and Innovation (STEM)
MECH 101L,Machining Lab,,1,W,2:15 PM,5:00 PM,RM 1122 Sobrato Campus for Discovery and Innovation (STEM)
MECH 101L,Machining Lab,,1,T,2:15 PM,5:00 PM,RM 1122 Sobrato Campus for Discovery and Innovation (STEM)
MECH 101L,Machining Lab,,1,M,2:15 PM,5:00 PM,RM 1122 Sobrato Campus for Discovery and Innovation (STEM)
ENGR 16,Values and Technology,Matthew Gaudet,4,M W F,10:30 AM,11:35 AM,
ENGR 16,Values and Technology,Matthew Gaudet,4,M W F,11:45 AM,12:50 PM,
ENGR 17,Tech for the Common Good I (Culture,Matthew Gaudet,4,M W,3:30 PM,5:15 PM,
COMM 166,News and Democracy,Charles Raphael,5,M W F,9:15 AM,10:20 AM,Rm 302 Alumni Science Hall
COMM 176,Dating in the Digital Age,Melissa Brown,5,T Th,10:20 AM,12:00 PM,Rm 302 Alumni Science Hall
COMM 183,Communication,Sreela Sarkar,5,M W F,9:15 AM,10:20 AM,Rm 301 Alumni Science Hall
PHYS 11,General Physics I,Omid Ahmadi-Gorgi,5,F,2:15 PM,5:00 PM,RM 2316 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 11,General Physics I,Omid Ahmadi-Gorgi,5,Th,2:15 PM,5:00 PM,RM 2316 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 11,General Physics I,Omid Ahmadi-Gorgi,5,W,2:15 PM,5:00 PM,RM 2316 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 11,General Physics I,Omid Ahmadi-Gorgi,5,T,2:15 PM,5:00 PM,RM 2316 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 11,General Physics I,Omid Ahmadi-Gorgi,5,M,2:15 PM,5:00 PM,RM 2316 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 11,General Physics I,Nathan Williams,5,M W F,9:15 AM,10:20 AM,RM 1302 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 11,General Physics I,Nathan Williams,5,M W F,8:00 AM,9:05 AM,RM 1302 Sobrato Campus for Discovery and Innovation (STEM)
COMM 185,Identity,Rohit Chopra,5,M W F,1:00 PM,2:05 PM,Commons Mclaughlin-Walsh Residence Hall
COMM 190,Journalism Practicum,Gordon Young,1,M,3:50 PM,4:50 PM,Rm 138 Vari Hall
COMM 191,Independent Filmmaking Practicum,Michele Sieglitz,1,Th,12:10 PM,1:50 PM,Rm 304 Kenna Hall
COMM 192,Online Journalism Practicum,Gordon Young,1,W,2:15 PM,3:20 PM,Rm 138 Vari Hall
COMM 193,Yearbook Practicum,Gordon Young,1,M,5:00 PM,6:00 PM,Rm 138 Vari Hall
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),,5,F,2:15 PM,5:00 PM,RM 2319 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),,5,Th,5:15 PM,8:00 PM,RM 2319 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),,5,Th,2:15 PM,5:00 PM,RM 2319 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),,5,Th,2:15 PM,5:00 PM,RM 2318 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),,5,Th,11:15 AM,2:00 PM,RM 2318 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),Roxana Flacau,5,Th,11:15 AM,2:00 PM,RM 2319 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),Roxana Flacau,5,Th,8:15 AM,11:00 AM,RM 2319 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),,5,W,5:15 PM,8:00 PM,RM 2319 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),,5,W,2:15 PM,5:00 PM,RM 2319 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),Bachana Lomsadze,5,W,2:15 PM,5:00 PM,RM 2318 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),,5,T,5:15 PM,8:00 PM,RM 2319 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),,5,T,2:15 PM,5:00 PM,RM 2319 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),,5,T,2:15 PM,5:00 PM,RM 2318 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),,5,T,11:15 AM,2:00 PM,RM 2318 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),Roxana Flacau,5,T,11:15 AM,2:00 PM,RM 2319 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),Kristin Kulas,5,T,8:15 AM,11:00 AM,RM 2319 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),Roxana Flacau,5,M,2:15 PM,5:00 PM,RM 2319 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),Betty Young,5,M W F,1:00 PM,2:05 PM,RM 1308 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),,5,M W F,11:45 AM,12:50 PM,RM 1308 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),,5,M W F,10:30 AM,11:35 AM,RM 1308 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),,5,M W F,9:15 AM,10:20 AM,RM 1308 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 33,Physics for Scientists and Engineers III (Advancing Physics 2),,5,M W F,8:00 AM,9:05 AM,RM 1308 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 104,Analytical Mechanics,Christopher Weber,5,M W F,1:00 PM,2:05 PM,RM 3301 Sobrato Campus for Discovery and Innovation (STEM)
COMM 197,Communication Practicum,Amy Eriksson,2,W,10:30 AM,11:35 AM,
PHYS 112,Electromagnetic Theory II,Nathan Williams,5,M W F,11:45 AM,12:50 PM,RM 2301 Sobrato Campus for Discovery and Innovation (STEM)
COMM 197,Communication Practicum,Amy Eriksson,2,W,11:45 AM,12:50 PM,
PHYS 120,Thermal Physics,Betty Young,5,M W F,9:15 AM,10:20 AM,RM 2301 Sobrato Campus for Discovery and Innovation (STEM)
COMM 198,Internship,Amy Eriksson,5,W,6:00 PM,7:05 PM,Rm 138 Vari Hall
PHYS 123,Quantum Mechanics III,Omid Ahmadi-Gorgi,4,M W F,10:30 AM,11:35 AM,RM 2301 Sobrato Campus for Discovery and Innovation (STEM)
PHYS 123L,Quantum Mechanics III Lab,Bachana Lomsadze,1,M,2:15 PM,3:20 PM,RM 2304 Sobrato Campus for Discovery and Innovation (STEM)
BUSN 183A,LSB Community Fellows Seminar,,1,W,5:30 PM,7:00 PM,
POLI 124,Law,,5,W,3:30 PM,6:45 PM,
BUSN 190,LSB Peer Advising Practicum,,1,M,5:25 PM,7:10 PM,
POLI 193,Senior Seminar in Political Philosophy,Peter Minowitz,5,M,6:00 PM,9:15 PM,
POLI 196,Senior Seminar in International Relations,Dennis Gordon,5,T,3:50 PM,7:05 PM,Rm 232 Vari Hall
BUSN 196,Leadership Practicum,,5-Jan,,,,
PSYC 99,Honors Colloquium,Lisa Whitfield,2,W,4:45 PM,6:15 PM,
BUSN 196,Leadership Practicum (Peer Career Consulting),,1,,,,
PSYC 120,Sensation and Perception,Lang Chen,5,T Th,12:10 PM,1:50 PM,Rm 102 O'Connor Hall
RSOC 9,Ways of Understanding Religions,,4,M W,3:30 PM,5:15 PM,Rm 107 Kenna Hall
RSOC 9,Ways of Understanding Religions,,4,M W F,11:45 AM,12:50 PM,
RSOC 9,Ways of Understanding Religions,Sarita Tamayo-Moraga,4,M W F,11:45 AM,12:50 PM,Commons Mclaughlin-Walsh Residence Hall
RSOC 9,Ways of Understanding Religions,Sarita Tamayo-Moraga,4,M W F,10:30 AM,11:35 AM,Commons Mclaughlin-Walsh Residence Hall
SOCI 49,Tech,,4,,,,
SOCI 130,Design Thinking for Sustainable Social Justice,,5,,,,
SOCI 150,Immigrant Entrepreneurship and Experiences,Di Di,5,T Th,2:00 PM,3:40 PM,
SOCI 198,Public Sociology,Cara Chiaraluce,5,F,11:45 AM,3:00 PM,Rm 232 Vari Hall
THTR 29,Rehearsal and Performance,Jeffrey Bracco,2,,,,
THTR 129,Rehearsal and Performance,Jeffrey Bracco,2,,,,
THTR 39,Production Workshop,Erik Sunderman,2,W,4:45 PM,5:50 PM,Rm 226 Mayer Theatre - Rehearsal Hall 2
THTR 139,Production Workshop,Erik Sunderman,2,W,4:45 PM,5:50 PM,Rm 226 Mayer Theatre - Rehearsal Hall 2
WGST 47,Biblical Women and Power,Diana Gibson,4,M W F,11:45 AM,12:50 PM,Rm 008 Casa Italiana Residence
WGST 59,Feminist Approaches to Disability Studies,,4,,,,
WGST 118,Gender and Law in the U.S.,Sharmila Lodhia,5,M W F,10:30 AM,11:35 AM,
WGST 127,Gender and Rights in the Mod Era,Barbara Molony,5,W,3:30 PM,6:30 PM,
WGST 134,Film,,5,M W,5:25 PM,7:10 PM,
WGST 182,Sociology of Family,Cara Chiaraluce,5,M W F,10:30 AM,11:35 AM,
WGST 188,Gender and Justice,Patrick Lopez-Aguado,5,T Th,3:50 PM,5:30 PM,Rm 206 Daly Science 200
ENGR 19,Ethics in Technology,Kathryn Moles,4,W,1:00 PM,2:05 PM,
ENGR 19,Ethics in Technology,Kathryn Moles,4,T,4:20 PM,5:25 PM,
ENGR 19,Ethics in Technology,Kathryn Moles,4,T,3:10 PM,4:15 PM,
ENGR 19,Ethics in Technology,Kathryn Moles,4,T,2:00 PM,3:05 PM,
ENGR 19,Ethics in Technology,Kathryn Moles,4,M,1:00 PM,2:05 PM,
ENGR 111,STEM Outreach in the Community Lecture and Lab,,3,Th,2:15 PM,5:00 PM,
ENGR 111,STEM Outreach in the Community Lecture and Lab,,3,W,2:15 PM,5:00 PM,
ENGR 111,STEM Outreach in the Community Lecture and Lab,,3,T,2:50 PM,5:35 PM,
ENGR 111,STEM Outreach in the Community Lecture and Lab,,3,M,2:15 PM,5:00 PM,
ENGR 111,STEM Outreach in the Community Lecture and Lab,,3,F,2:15 PM,3:55 PM,
ENGR 163A,Engineering and Entrepreneurial Mindset I,,0.5,T,4:00 PM,5:00 PM,
ECON 122,Money and Banking,Kris Mitchener,5,T Th,10:20 AM,12:00 PM,Rm 120 Alumni Science Hall
ECON 137,World Economic History,Kris Mitchener,5,T Th,8:30 AM,10:10 AM,Rm 232 Vari Hall
FNCE 129,Real Estate Development,,5,W,3:40 PM,6:55 PM,
FNCE 132,Financial Derivatives,Wen-Yao Ku,5,M W F,11:45 AM,12:50 PM,Rm 208 Lucas Hall
MGMT 162,Strategic Analysis-The Business Capstone,Sylvia Flatt,5,T Th,5:40 PM,7:20 PM,
MGMT 162,Strategic Analysis-The Business Capstone,Xiaoying Ji,5,T Th,10:20 AM,12:00 PM,RM 3302 Sobrato Campus for Discovery and Innovation (STEM)
MGMT 164,Introduction to Entrepreneurship,,5,M W,3:30 PM,5:15 PM,Rm 208 Lucas Hall
MGMT 165,Building a New Business,Andy El-Zayaty,5,T Th,2:00 PM,3:40 PM,Rm 306 Lucas Hall
MGMT 165,Building a New Business,,5,,,,
MGMT 168,Entrepreneurship and the Public Sector,Christina Johnson,5,M W,5:25 PM,7:10 PM,
MGMT 198,Internship/Practicum,Xiaoying Ji,5-Jan,,,,
MILS 11,Introduction to the Army and Critical Thinking,,3,W,2:15 PM,5:00 PM,Rm 231 Aloysius Varsi Hall
MILS 11,Introduction to the Army and Critical Thinking,,3,T Th,8:30 AM,10:10 AM,Rm 231 Aloysius Varsi Hall
MILS 21,Leadership and Decision Making,,3,W,2:15 PM,5:00 PM,Rm 231 Aloysius Varsi Hall
MILS 21,Leadership and Decision Making,,3,T Th,8:30 AM,10:10 AM,Rm 003 Casa Italiana Residence
MILS 131,Intro Management Warfighting,,4,W,2:15 PM,5:00 PM,Rm 231 Aloysius Varsi Hall
MILS 131,Intro Management Warfighting,,4,T Th,8:30 AM,10:10 AM,Rm 114 Aloysius Varsi Hall
MILS 141,The Army Officer,,4,W,2:15 PM,5:00 PM,Rm 231 Aloysius Varsi Hall
MILS 141,The Army Officer,,4,T Th,8:30 AM,10:10 AM,Rm 301 Alumni Science Hall
ENGL 1A,Critical Thinking and Writing I,,4,M W F,9:15 AM,10:20 AM,Rm 110 O'Connor Hall
GERM 21,German Cities: From Berliners to Frankfurters to Leipzigers,Josef Hellebrandt,4,M W F,9:15 AM,10:20 AM,Rm 231 Aloysius Varsi Hall
PHIL 1A,Critical Thinking and Writing I,Madeline Cronin,4,T Th,8:30 AM,10:10 AM,Rm 210 O'Connor Hall
SCTR 168,Character of God Hebrew Bible,Cathleen Chopra-McGowan,5,M W F,2:15 PM,3:20 PM,
TESP 26H,Sustainable Theologies - Honors,Paul Schutz,4,M W F,1:00 PM,2:05 PM,
THTR 8,Acting for Nonmajors,Lazlo Ilya Pearlman,4,M W F,2:15 PM,3:20 PM,Rm 226 Mayer Theatre - Rehearsal Hall 2
MUSC 117,20th Century Musical Style and Practice,Teresa McCollough,5,M W F,1:00 PM,2:05 PM,Rm 119 Music And Dance
MUSC 1,Music Theory I,,4,T Th,12:10 PM,1:50 PM,Rm 119 Music And Dance
PHIL 129,Feminist Political Theory,Madeline Cronin,5,T Th,10:20 AM,12:00 PM,
PHIL 164,Special Topics in Metaphysics and Epistemology (Phil Through Science Fiction),Eric Yang,5,M W F,9:15 AM,10:20 AM,Rm 003 Casa Italiana Residence
PHIL 17,Informal Logic,,4,M W F,1:00 PM,2:05 PM,
PHIL 34,Ethics and Adulthood,Christopher Kulp,4,T Th,2:00 PM,3:40 PM,
PSYC 158,User Experience Research,,5,T Th,5:40 PM,7:20 PM,
RSOC 136,Religion in Latin America,,5,T Th,8:30 AM,10:10 AM,
RSOC 87,Buddhism in Film,,4,F,2:15 PM,5:20 PM,
TESP 164,Religious Ethics in Business,Janet Giddings,5,M W F,9:15 AM,10:20 AM,Rm 107 Kenna Hall
TESP 187,Christ and Catholic Theology,,5,M W F,1:00 PM,2:05 PM,
SOCI 119,Sociological Theory,Margaret Hunter,5,T Th,10:20 AM,12:00 PM,Rm 204 O'Connor Hall
WGST 132,Sociology of Gender,,5,T Th,2:00 PM,3:40 PM,
SOCI 153,Race,,5,M W,3:30 PM,5:15 PM,
SOCI 185,Sociological Research in Social Entrepreneurship,Laura Robinson,5,W,3:30 PM,6:30 PM,
CLAS 123,Roman Comedy,,5,M W F,7:15 PM,8:20 PM,Rm 015 O'Connor Hall
CLAS 153,Euripides,Elizabeth Crofton-Sleigh,5,M W F,6:00 PM,7:05 PM,Rm 015 O'Connor Hall
MGMT 164,Introduction to Entrepreneurship (A-Z of Entrepreneurship),Andy El-Zayaty,5,T Th,12:10 PM,1:50 PM,Rm 306 Lucas Hall
MGMT 164,Introduction to Entrepreneurship (A-Z of Entrepreneurship),Andy El-Zayaty,5,T Th,10:20 AM,12:00 PM,Rm 306 Lucas Hall
MGMT 174,Social Psychology of Leadership,,4.5 - 5,T Th,12:10 PM,1:50 PM,
SPAN 21,Crossing Boundaries (Intermediate),,4,M W F,1:00 PM,2:05 PM,
SPAN 22A,Gender,Ariel Schindewolf,4,T Th,2:00 PM,3:40 PM,
ANTH 139,Anthropology of Human Infancy,James McKenna,4,T Th,12:10 PM,1:50 PM,Rm 108 Alameda hall
ELEN 49,Fundamentals of Electricity for Civil Engineers,Stephen Hudgens,4,,,,
ELEN 156,Introduction to Nanotechnology,Stephen Hudgens,4,T Th,12:10 PM,1:50 PM,
ELEN 156L,Introduction to Nanotechnology Lab,Stephen Hudgens,1,M,2:15 PM,5:00 PM,
BIOL 116,Medical Microbiology L and L,Pascale Guiton,5,W,2:15 PM,5:00 PM,
BIOL 116,Medical Microbiology L and L,Pascale Guiton,5,T,2:15 PM,5:00 PM,
BIOL 116,Medical Microbiology L and L,Pascale Guiton,5,M W F,9:15 AM,10:20 AM,
BIOL 11,Microbes and Humanity L and L,Craig Stephens,4,Th,2:15 PM,5:00 PM,
BIOL 11,Microbes and Humanity L and L,Craig Stephens,4,W,2:15 PM,5:00 PM,
BIOL 11,Microbes and Humanity L and L,Craig Stephens,4,M W F,10:30 AM,11:35 AM,
BIOL 20,Big Ideas in Biology,Christelle Sabatier,2,M,5:15 PM,6:45 PM,
ARTS 175,Graphic Design II,Danielle Heitmuller,5,T Th,11:00 AM,1:20 PM,Rm 304 Edward M. Dowd Art & Art History
WGST 52,Introduction to Transgender Studies,,4,M W F,11:45 AM,12:50 PM,
ENGR 165,Creativity: The Art of Innovation,,1,Sa,9:00 AM,5:00 PM,
ENGR 166A,Introduction to Design Thinking I,Katherine Sun,1,,,,
ENGR 166A,Introduction to Design Thinking I,,1,,,,
ENGR 178,IP For Engineers,William Jacobs,1,Th,5:10 PM,7:00 PM,
POLI 157,Environmental Politics and Policy,,5,,,,
HIST 130A,The French Revolution,Naomi Andrews,5,T Th,3:50 PM,5:30 PM,Rm 204 O'Connor Hall
ENVS 23,Introduction to Earth Systems L and L,William Rush,5,W,2:45 PM,5:30 PM,
ENVS 23,Introduction to Earth Systems L and L,William Rush,5,W,11:45 AM,2:30 PM,
ENVS 23,Introduction to Earth Systems L and L,William Rush,5,M W F,10:30 AM,11:35 AM,
ENGL 28,Core Advanced Writing,,4,M W F,2:15 PM,3:20 PM,
